id_usuario,idade,genero,pais,ocupacao,nivel_renda,anos_jogando,genero_preferido,plataforma,tipo_dispositivo,nivel_ranqueado,horas_jogo_diarias,sessoes_semanais,horas_madrugada,horas_fim_de_semana,max_horas_consecutivas,proporcao_multiplayer,denuncias_chat_toxico,frequencia_rage_quit,compras_no_jogo,gasto_mensal_usd,aberturas_lootbox,status_assinatura,score_estresse,score_solidao,indice_dependencia_dopamina,score_autocontrole,score_impulsividade,nivel_ansiedade,indicador_depressao,estabilidade_emocional,horas_sono,exercicios_por_semana,xicaras_cafeina_dia,horas_interacao_social,status_relacionamento,nota_ou_performance,prazos_perdidos,queda_produtividade_percentual,dias_absenteismo,velocidade_internet_mbps,horas_tela_total,cluster_comportamental,score_dependencia,dependencia_binaria,severidade_dependencia,probabilidade_burnout,score_risco_saude_mental,probabilidade_churn
USR000134,22,Masculino,Estados Unidos,Empregado,Baixa,7,RPG,Console,Misto,Platina,"3,4",1,"1,3","5,8","7,5","0,38",2,0,0,"3,73",8,Premium,"4,6","6,7","2,7","4,6","6,8","2,9","6,1","10,0","7,0",3,1,"1,0",Solteiro,"4,0",3,"0,0",4,"162,7","3,7",Jogador social,"34,13",0,Leve,"1,0","0,45","0,646"
USR000135,27,Feminino,Indonésia,Streamer/Criador de conteudo,Média,15,Battle Royale,Mobile,PC high-end,Grao-mestre,"2,5",5,"0,6","3,2","4,5","0,64",2,1,9,"42,68",12,No subscription,"8,0","6,3","2,6","5,4","2,8","7,3","7,7","4,8","7,7",0,4,"0,0",Solteiro,"4,0",0,"15,7",1,"134,8","3,7",Jogador casual,"26,87",0,Leve,"1,0","0,75","0,926"
USR000136,20,Masculino,Rússia,Empregado,Baixa,6,Casual,Mobile,Misto,Prata,"6,5",6,"2,9","7,3","8,6","0,55",6,1,0,"8,27",3,Premium,"5,5","7,6","6,7","5,8","6,7","5,2","6,0","6,5","7,0",0,4,"1,5",Em um relacionamento,"4,0",3,"14,3",5,"151,2","9,4",Jogador compulsivo,"48,15",0,Moderada,"1,0","0,56","0,873"
USR000137,21,Masculino,Outro,Estudante,Média-baixa,9,Terror,PC,Notebook,Bronze,"2,1",1,"0,0","3,0","2,8","0,3",0,5,4,"0,0",8,No subscription,"5,5","7,1","1,0","7,8","1,4","2,8","2,5","6,9","6,7",1,1,"0,0",Solteiro,"3,08",1,"8,5",5,"36,4","3,6",Jogador casual,"19,62",0,Witout addiction,"1,0","0,265","0,801"
USR000138,18,Feminino,Reino Unido,Empregado,Média-baixa,4,Casual,PC,Misto,Bronze,"6,3",10,"2,8","5,4","14,0","0,14",0,0,0,"20,74",3,Premium,"4,4","7,8","5,7","6,4","3,6","5,7","4,9","7,6","6,9",1,1,"1,5",Solteiro,"4,0",3,"7,5",0,"116,9","6,4",Busca escape,"44,75",0,Moderada,"1,0","0,495","0,874"
USR000139,20,Masculino,Estados Unidos,Empregado,Média-alta,8,FPS,PC e console,PC high-end,Platina,"2,1",1,"1,4","2,6","1,4","0,82",2,3,0,"88,17",16,Básica,"7,4","1,0","2,9","5,6","5,6","5,6","2,0","8,3","8,4",1,4,"0,9",Solteiro,"4,0",1,"7,9",7,"241,6","3,4",Jogador social,"28,91",0,Leve,"1,0","0,38","0,69"
USR000140,19,Feminino,Outro,Freelancer,Alta,7,Esportes,Console,Console,Platina,"5,2",8,"2,0","7,0","8,1","0,04",32,8,7,"159,71",26,Ultimate,"5,8","3,6","4,0","8,1","5,0","8,4","3,7","10,0","5,8",0,6,"2,3",Casado,"4,0",3,"22,1",3,"200,1","6,1",Competidor toxico,"30,49",0,Leve,"1,0","0,605","0,882"
USR000141,20,Masculino,Brasil,Freelancer,Baixa,3,Battle Royale,Mobile,Mobile,Ouro,"1,3",3,"1,0","1,2","1,6","0,61",2,1,4,"0,0",0,No subscription,"6,2","5,4","1,0","5,9","5,3","6,6","2,3","8,2","6,2",3,0,"0,0",Solteiro,"4,0",0,"0,0",4,"62,0","2,8",Jogador casual,"24,91",0,Leve,"1,0","0,445","0,609"
USR000142,34,Masculino,Reino Unido,Freelancer,Alta,21,MOBA,PC,PC intermediario,Prata,"1,2",2,"0,4","1,8","1,0","0,96",1,2,12,"182,6",35,Premium,"6,4","7,8","1,8","4,0","6,9","5,4","4,3","8,1","6,7",3,2,"0,8",Solteiro,"4,0",2,"9,6",3,"183,0","4,0",Jogador casual,"26,17",0,Leve,"1,0","0,56","0,723"
USR000143,17,Feminino,Rússia,Empregado,Média,5,RPG,PC,Mobile,Platina,"5,8",8,"1,3","8,4","6,9","0,22",1,0,14,"60,0",1,Premium,"8,9","8,7","4,9","5,1","7,4","8,8","8,6","4,7","8,2",3,4,"0,2",Solteiro,"4,0",5,"12,9",7,"91,9","7,1",Jogador casual,"43,0",0,Moderada,"1,0","0,87","0,903"
USR000144,15,Masculino,Rússia,Empregado,Alta,3,Sandbox,PC e console,Misto,Grao-mestre,"9,1",10,"3,5","14,3","16,1","0,43",0,0,18,"151,45",25,Básica,"4,8","5,3","6,5","5,6","5,5","7,0","4,9","8,0","6,5",0,3,"3,5",Em um relacionamento,"4,0",6,"20,6",4,"73,2","12,6",Streamer/Criador,"55,87",1,Moderada,"1,0","0,64","0,669"
USR000145,19,Masculino,Indonésia,Freelancer,Média-baixa,6,MMORPG,Console,Misto,Mestre,"6,9",8,"2,3","12,7","10,8","0,45",0,0,1,"45,07",9,Premium,"7,5","3,6","5,4","1,1","9,4","3,6","3,5","7,2","7,0",1,5,"2,0",Solteiro,"4,0",2,"23,8",1,"5,0","9,4",Streamer/Criador,"57,73",1,Moderada,"1,0","0,355","0,587"
USR000146,17,Masculino,Índia,Estudante,Média,5,Estratégia,Console,Mobile,Ouro,"5,8",8,"2,4","5,9","7,4","0,48",5,2,11,"74,05",18,Premium,"5,5","4,8","2,2","7,4","5,5","3,9","4,2","9,5","8,1",2,1,"1,9",Solteiro,"3,14",3,"15,8",4,"112,1","7,1",Jogador compulsivo,"30,32",0,Leve,"1,0","0,405","0,839"
USR000147,28,Masculino,Estados Unidos,Empregado,Baixa,16,RPG,PC,Misto,Grao-mestre,"6,6",5,"2,6","7,5","13,7","0,22",1,1,3,"37,55",6,Básica,"9,2","5,8","3,7","7,0","4,8","5,9","3,6","5,2","5,6",2,1,"0,4",Em um relacionamento,"4,0",4,"12,5",7,"129,3","9,2",Busca escape,"35,91",0,Leve,"1,0","0,475","0,812"
USR000148,22,Feminino,Alemanha,Estudante,Média-alta,10,Battle Royale,Console,PC high-end,Ouro,"2,9",4,"0,4","2,3","1,0","0,67",0,0,6,"70,73",21,Premium,"8,8","4,2","2,5","4,3","5,3","5,4","4,3","3,9","7,9",0,1,"1,0",Em um relacionamento,"2,59",2,"0,0",1,"124,6","6,8",Jogador casual,"31,25",0,Leve,"1,0","0,485","0,85"
USR000149,16,Masculino,Índia,Estudante,Média-baixa,4,MOBA,Console,Mobile,Diamante,"7,9",11,"3,4","8,2","13,8","0,72",0,0,0,"0,0",2,Premium,"6,5","3,4","5,4","5,3","3,5","5,6","4,4","6,2","5,7",0,5,"2,0",Solteiro,"3,1",7,"22,1",6,"127,6","10,9",Streamer/Criador,"43,58",0,Moderada,"1,0","0,5","0,807"
USR000150,25,Masculino,Índia,Empregado,Baixa,13,Sandbox,PC,PC intermediario,Bronze,"5,3",4,"1,2","5,2","10,4","0,3",0,8,0,"28,48",8,Premium,"7,3","5,6","2,6","2,7","7,2","6,8","4,5","5,9","8,3",0,2,"3,6",Solteiro,"4,0",5,"28,0",2,"123,2","7,4",Competidor toxico,"37,4",0,Leve,"1,0","0,565","0,741"
USR000151,15,Masculino,China,Estudante,Média-alta,3,Estratégia,PC e console,PC intermediario,Platina,"3,0",5,"2,6","2,9","1,8","0,37",21,6,5,"41,16",12,Básica,"6,1","3,1","2,5","7,1","4,5","5,3","3,0","3,3","5,2",5,2,"5,2",Solteiro,"2,6",4,"0,0",8,"31,5","4,6",Competidor toxico,"34,04",0,Leve,"1,0","0,415","0,576"
USR000152,14,Feminino,Reino Unido,Empregado,Média,2,Esportes,PC e console,Misto,Ouro,"7,0",4,"3,3","11,1","8,7","0,6",1,0,9,"67,33",11,Premium,"10,0","5,4","4,2","5,9","5,5","8,3","4,6","3,4","6,6",1,0,"1,8",Solteiro,"4,0",4,"0,0",2,"124,8","9,9",Busca escape,"45,1",0,Moderada,"1,0","0,645","1,0"
USR000153,30,Feminino,Índia,Empregado,Média,18,Terror,Mobile,Misto,Diamante,"5,4",6,"1,4","9,4","9,5","0,23",2,2,0,"48,33",14,Básica,"5,4","7,3","3,0","5,1","5,6","4,5","6,0","5,7","7,2",0,4,"0,0",Casado,"4,0",3,"17,6",5,"69,4","6,8",Busca escape,"31,34",0,Leve,"1,0","0,525","0,857"
USR000154,27,Nao binario,Reino Unido,Empregado,Baixa,15,Terror,PC,Mobile,Mestre,"7,9",10,"2,3","12,5","13,7","0,42",5,0,9,"22,4",7,No subscription,"6,8","4,9","6,5","7,4","4,4","4,9","6,0","5,8","7,4",2,0,"2,6",Em um relacionamento,"4,0",3,"5,0",9,"177,9","11,1",Competidor intenso,"45,54",0,Moderada,"1,0","0,545","0,749"
USR000155,30,Masculino,Índia,Estudante,Média-baixa,18,FPS,Console,Misto,Bronze,"3,8",4,"0,8","5,0","4,2","0,42",1,1,8,"11,25",10,No subscription,"8,8","5,6","3,2","10,0","1,0","8,2","4,4","6,3","6,2",1,2,"2,1",Solteiro,"3,0",0,"19,6",4,"142,2","6,1",Jogador social,"21,2",0,Leve,"1,0","0,63","0,901"
USR000156,19,Masculino,Reino Unido,Estudante,Baixa,7,FPS,PC,PC high-end,Prata,"6,5",11,"2,2","13,7","10,9","0,56",1,3,0,"2,88",4,No subscription,"6,4","4,6","6,0","8,6","2,6","5,5","4,1","4,9","6,2",3,4,"1,6",Em um relacionamento,"2,86",0,"22,7",1,"99,7","9,3",Jogador social,"39,91",0,Leve,"1,0","0,48","0,857"
USR000157,20,Feminino,Outro,Empregado,Média,8,Battle Royale,PC,Notebook,Platina,"2,2",1,"0,2","3,5","1,7","0,4",0,0,3,"20,67",2,No subscription,"4,5","4,6","1,0","8,5","3,4","5,3","3,3","7,2","7,0",2,4,"1,0",Prefiro nao informar,"4,0",0,"14,8",3,"93,7","3,7",Jogador social,"12,61",0,Witout addiction,"1,0","0,43","0,773"
USR000158,13,Feminino,Canadá,Empregado,Média-alta,1,MMORPG,Console,Misto,Sem ranking,"5,8",5,"2,6","5,1","8,5","0,5",1,0,3,"25,3",1,No subscription,"6,1","9,4","4,0","9,8","1,0","5,5","5,7","6,7","5,7",0,2,"0,5",Em um relacionamento,"4,0",3,"20,9",7,"45,7","8,7",Busca escape,"27,7",0,Leve,"1,0","0,56","0,829"
USR000159,18,Masculino,Estados Unidos,Estudante,Média-baixa,4,Terror,PC e console,Mobile,Ouro,"9,2",9,"2,1","7,4","13,9","0,17",0,3,1,"25,59",6,Ultimate,"3,3","8,3","5,9","6,9","7,6","3,1","5,4","8,5","4,7",1,4,"0,0",Solteiro,"3,1",3,"26,9",7,"94,1","11,0",Streamer/Criador,"45,88",0,Moderada,"1,0","0,425","0,788"
USR000160,18,Masculino,Alemanha,Desempregado,Média,6,Esportes,PC e console,PC intermediario,Prata,"0,5",1,"0,9","0,5","1,0","0,38",1,1,15,"66,7",22,Ultimate,"2,9","8,2","1,0","2,8","6,8","6,7","6,0","10,0","7,9",2,2,"1,8",Casado,"4,0",0,"9,3",0,"163,6","2,8",Jogador casual,"23,2",0,Leve,"1,0","0,635","0,886"
USR000161,29,Feminino,Estados Unidos,Empregado,Média,17,MMORPG,PC,Mobile,Prata,"11,4",15,"4,4","20,0","17,2","0,28",0,2,8,"77,28",19,Básica,"10,0","4,6","6,6","9,3","5,2","7,5","4,5","4,5","6,2",0,3,"0,1",Solteiro,"4,0",1,"27,7",10,"51,3","13,6",Streamer/Criador,"55,9",1,Moderada,"1,0","0,6","0,745"
USR000162,16,Masculino,Índia,Empregado,Alta,1,Terror,PC,Console,Bronze,"9,4",13,"4,1","11,4","17,5","0,26",3,0,0,"48,93",13,Básica,"5,5","7,7","6,4","8,9","1,6","4,4","7,0","8,3","6,4",0,0,"0,0",Solteiro,"4,0",3,"30,4",7,"137,0","11,8",Competidor intenso,"44,25",0,Moderada,"1,0","0,57","0,887"
USR000163,23,Feminino,Japão,Empregado,Média-baixa,11,Casual,PC,Console,Bronze,"9,9",14,"3,8","9,9","13,0","0,53",2,3,0,"51,23",8,Básica,"5,8","1,5","6,7","3,9","5,9","4,7","1,5","7,8","6,3",0,2,"4,0",Em um relacionamento,"4,0",0,"25,9",9,"5,0","11,4",Streamer/Criador,"58,26",1,Moderada,"1,0","0,31","0,858"
USR000164,18,Feminino,Alemanha,Empregado,Alta,6,Casual,PC,Notebook,Diamante,"10,7",11,"4,3","15,5","18,3","0,78",0,1,5,"7,7",0,No subscription,"9,6","5,5","6,2","10,0","1,0","5,4","6,1","3,7","5,9",0,5,"1,3",Solteiro,"4,0",5,"41,1",7,"119,3","13,4",Streamer/Criador,"43,75",0,Moderada,"1,0","0,575","0,692"
USR000165,23,Masculino,Estados Unidos,Empregado,Média-baixa,11,RPG,PC,Mobile,Prata,"9,5",11,"3,2","7,6","16,9","0,41",8,0,0,"28,14",2,Básica,"7,9","4,0","5,8","8,7","2,8","5,9","2,7","3,4","5,9",1,1,"0,0",Solteiro,"4,0",5,"39,6",7,"61,0","10,3",Competidor intenso,"46,31",0,Moderada,"1,0","0,43","0,865"
USR000166,32,Feminino,Índia,Empregado,Média,20,Estratégia,Mobile,Misto,Platina,"7,4",11,"2,4","10,1","15,4","0,82",6,1,6,"44,13",5,Ultimate,"8,6","5,1","4,3","5,2","7,2","8,8","4,9","5,4","7,1",1,2,"2,9",Solteiro,"4,0",5,"39,4",5,"126,8","9,1",Jogador compulsivo,"49,6",0,Moderada,"1,0","0,67","0,895"
USR000167,27,Prefiro nao informar,Estados Unidos,Empregado,Média,15,Estratégia,PC e mobile,PC intermediario,Platina,"7,9",8,"3,3","7,9","14,1","0,62",4,4,2,"33,02",12,Premium,"6,5","3,8","4,8","9,1","3,7","3,4","3,9","7,4","6,1",0,0,"0,6",Casado,"4,0",0,"31,5",8,"49,7","10,5",Competidor intenso,"44,69",0,Moderada,"1,0","0,365","0,787"
USR000168,29,Masculino,Japão,Empregado,Média-alta,17,Sandbox,PC,PC high-end,Ouro,"8,5",5,"3,7","10,5","13,7","0,3",0,3,7,"57,56",13,No subscription,"9,7","5,9","5,3","4,7","5,4","6,7","7,1","5,3","6,0",1,5,"3,3",Em um relacionamento,"4,0",3,"22,2",4,"20,9","9,5",Streamer/Criador,"54,22",1,Moderada,"1,0","0,69","0,934"
USR000169,23,Feminino,Estados Unidos,Desempregado,Baixa,11,RPG,PC,Console,Platina,"7,1",9,"2,2","8,6","10,1","0,04",7,0,1,"0,0",0,No subscription,"7,5","2,5","5,9","4,8","6,6","5,3","4,2","2,3","8,1",1,3,"2,0",Divorciado,"4,0",4,"0,0",7,"131,6","8,7",Competidor intenso,"47,26",0,Moderada,"1,0","0,475","0,904"
USR000170,13,Masculino,Estados Unidos,Estudante,Média-baixa,1,Estratégia,Mobile,PC high-end,Platina,"6,7",9,"2,0","8,0","10,3","0,36",1,0,0,"4,96",0,Ultimate,"6,0","4,6","5,5","10,0","1,0","4,0","3,0","9,3","6,0",2,3,"2,2",Prefiro nao informar,"3,03",2,"13,5",13,"114,6","7,6",Busca escape,"33,5",0,Leve,"1,0","0,35","0,622"
USR000171,32,Masculino,Índia,Empregado,Média-baixa,20,MMORPG,PC,Console,Prata,"6,3",8,"2,3","9,3","12,5","0,28",2,0,0,"49,88",10,Ultimate,"6,2","4,1","6,5","7,3","4,5","4,4","4,9","3,7","6,1",1,1,"1,3",Em um relacionamento,"4,0",1,"21,7",6,"102,3","8,6",Busca escape,"40,94",0,Moderada,"1,0","0,465","0,919"
USR000172,28,Feminino,Indonésia,Empregado,Baixa,16,Casual,PC,Misto,Bronze,"7,0",9,"2,5","11,5","8,5","0,49",4,6,5,"7,74",4,Básica,"6,9","1,7","5,7","2,7","7,0","6,1","3,1","8,1","5,2",3,2,"4,0",Solteiro,"4,0",1,"20,0",4,"157,9","9,5",Competidor intenso,"54,1",1,Moderada,"1,0","0,46","0,795"
USR000173,13,Masculino,México,Streamer/Criador de conteudo,Alta,1,Esportes,Console,Console,Mestre,"9,6",11,"5,2","7,7","18,7","0,73",1,3,16,"118,12",19,Premium,"7,5","5,0","5,6","7,3","5,4","6,0","6,5","7,5","4,4",0,3,"1,6",Em um relacionamento,"4,0",5,"22,1",8,"178,8","11,3",Streamer/Criador,"54,82",1,Moderada,"1,0","0,625","0,879"
USR000174,17,Masculino,México,Freelancer,Média-baixa,1,Estratégia,PC,Console,Ouro,"10,2",11,"3,1","16,0","12,8","0,62",2,0,7,"7,32",6,Ultimate,"7,0","5,8","8,6","6,1","5,3","6,5","5,0","5,9","5,0",0,1,"2,5",Em um relacionamento,"4,0",4,"31,5",11,"79,1","12,5",Jogador compulsivo,"56,29",1,Moderada,"1,0","0,575","0,853"
USR000175,27,Masculino,Reino Unido,Freelancer,Média-baixa,15,RPG,PC,PC high-end,Ouro,"4,8",5,"1,8","8,4","7,7","0,37",0,5,10,"18,81",5,Básica,"2,6","4,6","3,6","8,2","5,1","3,0","1,0","7,5","8,2",1,3,"2,2",Solteiro,"4,0",0,"0,0",8,"22,2","8,8",Jogador social,"30,64",0,Leve,"1,0","0,2","0,79"
USR000176,27,Nao binario,Rússia,Empregado,Média,15,Casual,Console,Misto,Platina,"9,1",10,"3,8","11,9","11,8","0,1",11,2,0,"64,5",12,No subscription,"10,0","4,0","4,7","6,7","5,2","7,0","4,3","3,5","6,6",0,0,"4,1",Em um relacionamento,"4,0",7,"25,1",12,"159,0","14,1",Competidor intenso,"49,11",0,Moderada,"1,0","0,565","0,87"
USR000177,17,Masculino,Indonésia,Empregado,Baixa,5,FPS,PC,Console,Platina,"6,6",6,"2,3","11,5","11,4","0,54",1,2,0,"28,67",13,Premium,"5,2","3,2","3,6","6,3","7,6","4,0","1,7","6,2","5,6",3,0,"2,5",Solteiro,"4,0",5,"25,2",11,"61,9","9,3",Busca escape,"45,13",0,Moderada,"1,0","0,285","0,516"
USR000178,28,Feminino,Outro,Empregado,Média-baixa,16,Battle Royale,Console,Mobile,Ouro,"8,3",11,"2,0","11,0","16,2","0,98",4,0,0,"13,0",0,Premium,"6,4","3,0","6,2","7,1","4,1","7,1","3,4","4,0","7,1",0,3,"0,0",Solteiro,"4,0",4,"14,7",6,"5,0","10,2",Jogador compulsivo,"42,39",0,Moderada,"1,0","0,525","0,763"
USR000179,30,Feminino,Outro,Empregado,Média-baixa,18,Casual,PC e mobile,Notebook,Platina,"8,7",11,"2,7","18,0","13,2","0,16",1,1,0,"20,94",8,Premium,"6,2","4,7","3,8","6,6","5,4","5,8","6,8","7,6","7,7",0,5,"4,2",Casado,"4,0",0,"41,7",6,"67,1","11,6",Busca escape,"44,79",0,Moderada,"1,0","0,63","0,891"
USR000180,18,Masculino,Rússia,Estudante,Baixa,6,Estratégia,Console,Misto,Ouro,"10,1",11,"2,7","17,4","17,0","0,12",3,0,4,"35,94",5,No subscription,"5,8","6,0","6,5","6,8","4,5","3,5","3,9","6,7","8,0",1,2,"0,0",Solteiro,"2,86",3,"23,3",13,"151,0","12,3",Jogador compulsivo,"47,13",0,Moderada,"1,0","0,37","0,73"
USR000181,24,Masculino,Coréia do Sul,Desempregado,Média-alta,10,MMORPG,Mobile,PC intermediario,Bronze,"9,8",11,"3,0","12,6","12,3","0,28",1,1,8,"113,98",23,Ultimate,"6,5","5,4","5,5","5,1","6,4","5,5","4,6","5,6","8,5",0,3,"1,0",Em um relacionamento,"4,0",3,"13,1",10,"95,1","11,1",Streamer/Criador,"51,44",1,Moderada,"1,0","0,505","0,91"
USR000182,18,Nao binario,Reino Unido,Estudante,Média-baixa,6,Battle Royale,Mobile,Notebook,Bronze,"1,4",1,"0,2","1,8","1,0","0,73",0,0,11,"54,85",10,Premium,"5,0","2,0","1,1","4,5","5,8","5,0","4,9","6,4","9,5",0,4,"2,6",Em um relacionamento,"3,52",0,"0,0",2,"122,7","4,9",Jogador casual,"19,25",0,Witout addiction,"1,0","0,495","0,94"
USR000183,26,Nao binario,Canadá,Empregado,Média,14,RPG,Console,Notebook,Prata,"0,5",1,"0,8","0,6","1,0","0,13",1,4,3,"51,98",16,Básica,"6,2","3,9","1,4","8,0","3,1","4,0","3,7","7,9","8,2",2,1,"1,6",Em um relacionamento,"4,0",1,"14,9",2,"63,2","4,3",Jogador casual,"14,53",0,Witout addiction,"1,0","0,385","0,753"
USR000184,30,Masculino,França,Streamer/Criador de conteudo,Média,16,Esportes,PC e console,Misto,Sem ranking,"3,5",4,"2,1","5,7","7,0","0,48",2,0,3,"53,62",13,Básica,"5,2","2,3","2,5","4,3","7,9","4,8","2,8","7,5","6,6",0,3,"0,0",Em um relacionamento,"4,0",8,"0,0",9,"69,1","6,6",Jogador casual,"38,82",0,Leve,"1,0","0,38","0,953"
USR000185,24,Masculino,Índia,Estudante,Média,12,Battle Royale,PC,PC high-end,Platina,"5,5",5,"0,6","7,0","10,0","0,71",0,1,12,"23,73",0,Premium,"6,8","4,1","2,7","7,9","3,7","3,9","4,2","5,6","7,0",1,2,"2,9",Solteiro,"2,9",4,"20,7",8,"136,6","7,8",Jogador social,"28,96",0,Leve,"1,0","0,405","0,767"
USR000186,17,Masculino,Estados Unidos,Desempregado,Baixa,5,Casual,Mobile,Notebook,Prata,"8,6",12,"4,7","12,2","13,5","0,31",4,4,0,"12,1",0,Ultimate,"8,3","5,3","4,7","6,8","4,8","6,2","4,4","5,9","3,4",0,4,"1,8",Solteiro,"4,0",7,"16,8",10,"139,2","12,1",Competidor intenso,"53,41",1,Moderada,"1,0","0,53","0,872"
USR000187,28,Masculino,Estados Unidos,Empregado,Média,16,Sandbox,PC,Console,Platina,"6,9",9,"2,1","6,7","9,0","0,5",12,6,0,"23,69",9,No subscription,"8,2","6,4","4,8","8,2","4,0","7,0","5,9","6,8","8,6",0,4,"0,4",Solteiro,"4,0",3,"18,8",4,"108,6","9,6",Competidor toxico,"37,35",0,Leve,"1,0","0,645","0,803"
USR000188,22,Feminino,Índia,Empregado,Média-baixa,10,Terror,PC,PC intermediario,Platina,"5,9",6,"1,9","9,0","12,0","0,42",1,0,2,"40,02",3,Premium,"7,1","7,1","4,7","7,5","2,8","6,4","4,9","3,6","5,7",1,2,"0,6",Solteiro,"4,0",1,"12,1",4,"5,0","8,4",Jogador social,"40,24",0,Moderada,"1,0","0,565","0,844"
USR000189,30,Feminino,Outro,Freelancer,Média,15,MMORPG,PC e console,PC high-end,Ouro,"3,5",6,"1,1","4,9","3,1","0,22",1,1,0,"16,82",3,Premium,"8,8","1,7","3,8","8,1","5,8","3,8","5,2","4,6","7,8",2,3,"3,1",Divorciado,"4,0",3,"0,0",3,"29,3","5,3",Busca escape,"29,87",0,Leve,"1,0","0,45","0,658"
USR000190,22,Masculino,Japão,Streamer/Criador de conteudo,Média-baixa,10,FPS,Mobile,PC intermediario,Prata,"6,2",8,"1,5","6,6","11,7","0,57",30,5,19,"69,75",9,Premium,"8,3","5,0","4,4","3,3","7,9","6,5","5,3","4,2","5,4",3,2,"1,6",Prefiro nao informar,"4,0",3,"29,5",4,"75,1","7,4",Competidor toxico,"48,1",0,Moderada,"1,0","0,59","0,971"
USR000191,13,Masculino,Estados Unidos,Empregado,Média,1,Casual,PC,PC intermediario,Bronze,"3,7",2,"1,6","6,0","4,4","0,79",7,0,7,"66,94",6,Básica,"6,0","3,3","3,1","5,4","6,3","5,8","4,3","7,2","7,1",3,0,"4,1",Solteiro,"4,0",4,"4,2",4,"92,0","6,0",Competidor intenso,"30,47",0,Leve,"1,0","0,505","0,624"
USR000192,22,Feminino,Índia,Empregado,Média-baixa,5,Sandbox,Mobile,Misto,Sem ranking,"10,0",14,"4,0","15,5","12,2","0,37",6,5,0,"24,19",2,Premium,"5,7","8,0","6,8","6,5","4,0","6,2","6,3","10,0","7,1",0,5,"3,9",Divorciado,"4,0",6,"16,7",9,"166,4","10,8",Jogador compulsivo,"50,67",1,Moderada,"1,0","0,625","0,97"
USR000193,20,Nao binario,China,Streamer/Criador de conteudo,Média-alta,8,MMORPG,PC e console,PC intermediario,Mestre,"5,3",4,"0,9","9,0","9,0","0,18",23,8,6,"77,69",18,Básica,"5,9","7,5","3,6","5,2","4,8","6,2","4,2","7,8","6,1",1,4,"0,0",Em um relacionamento,"4,0",3,"4,4",3,"69,4","5,9",Competidor toxico,"33,68",0,Leve,"1,0","0,52","0,652"
USR000194,23,Masculino,Indonésia,Streamer/Criador de conteudo,Baixa,11,Esportes,PC,PC intermediario,Bronze,"1,7",2,"0,0","2,0","1,5","0,47",1,3,0,"0,0",0,Básica,"6,2","5,4","1,0","5,9","4,6","4,6","4,3","7,4","8,4",2,2,"2,7",Casado,"4,0",0,"5,3",0,"74,9","2,1",Jogador social,"20,35",0,Leve,"1,0","0,435","0,824"
USR000195,30,Masculino,Estados Unidos,Empregado,Média-baixa,18,Estratégia,Mobile,Notebook,Prata,"7,7",7,"2,1","9,9","13,0","0,86",2,2,3,"28,9",4,Básica,"9,1","1,0","5,0","4,0","8,1","5,2","4,9","4,6","5,9",1,3,"1,7",Solteiro,"4,0",5,"25,0",7,"46,6","9,7",Jogador compulsivo,"52,72",1,Moderada,"1,0","0,34","0,779"
USR000196,23,Nao binario,Índia,Estudante,Média,11,FPS,Console,Notebook,Prata,"3,1",3,"0,3","6,8","5,0","0,1",0,0,0,"42,69",6,Ultimate,"4,2","5,7","2,8","6,7","4,3","4,7","2,5","8,2","7,6",3,4,"3,7",Prefiro nao informar,"3,42",1,"14,7",3,"70,0","4,5",Jogador casual,"19,64",0,Witout addiction,"1,0","0,36","0,741"
USR000197,22,Masculino,Índia,Empregado,Alta,8,FPS,PC e console,Misto,Platina,"6,8",14,"0,8","6,3","5,0","0,34",1,0,1,"135,43",30,Básica,"6,2","5,7","4,7","8,1","3,5","4,2","4,1","9,0","8,2",0,4,"4,4",Solteiro,"4,0",7,"6,1",9,"87,7","8,3",Busca escape,"33,85",0,Leve,"1,0","0,415","0,841"
USR000198,13,Masculino,Estados Unidos,Estudante,Média,1,FPS,Mobile,Misto,Sem ranking,"2,4",1,"0,9","3,3","4,8","0,47",1,2,6,"40,79",12,Premium,"7,1","3,7","3,7","8,9","3,3","8,3","2,3","6,6","6,8",1,3,"4,0",Em um relacionamento,"3,16",0,"7,2",5,"108,3","3,0",Jogador casual,"23,05",0,Leve,"1,0","0,53","0,835"
USR000199,27,Masculino,Alemanha,Estudante,Média-alta,15,Estratégia,PC,Misto,Prata,"7,5",9,"2,1","11,6","11,0","0,01",0,2,3,"70,06",17,Premium,"8,0","7,6","4,2","7,0","5,4","6,7","5,4","5,5","5,9",0,1,"4,1",Em um relacionamento,"2,92",6,"25,7",5,"64,5","11,9",Competidor intenso,"41,05",0,Moderada,"1,0","0,605","0,679"
USR000200,18,Feminino,Estados Unidos,Streamer/Criador de conteudo,Média,6,Sandbox,Mobile,Notebook,Platina,"7,3",6,"1,9","8,0","14,9","0,48",17,10,5,"22,93",5,Premium,"8,6","4,5","4,6","8,2","3,9","5,5","7,4","6,9","7,7",3,3,"0,4",Solteiro,"4,0",5,"16,8",9,"70,3","8,4",Competidor toxico,"38,94",0,Leve,"1,0","0,645","0,949"
